name,brand,sku,category_hierarchy,url,price,unit_pack_size,availability,description,specifications,image_urls,alternative_products
Crosstex&trade; Surgical Masks with Secure Fit Technology,Safco Dental,DRFEW,Masks,https://www.safcodental.com/product/crosstex-trade-surgical-masks-with-secure-fit-technology,$18.99,,In Stock,"ASTM Level 3 earloop face mask
The Secure Fit&trade; Technology creates a snug, custom fit that adapts to most face sizes or shapes to significantly minimize gapping and provides high level of protection.

Fluid resistance of 160 mmHg - ideal for procedures where high amounts of fluid, spray and/or aerosols are produced
Ultra soft and odorless inner layer reduces moisture damage to middle filtration media
Not made with natural rubber latex
",{},"https://www.safcodental.com/media/catalog/product/d/r/drfew.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Crosstex Ultra&trade; Sensitive FogFree&trade; Masks,Safco Dental,DRFEV,Masks,https://www.safcodental.com/product/crosstex-ultra-trade-sensitive-fogfree-trade-masks,$24.99,,In Stock,"Fluid resistant outer layer with white, extra soft, hypoallergenic cellulose inner layer. Ideal for procedures where heavy to moderate amounts of fluid, spray and or aerosols are produced.
Free&nbsp;of all inks, dyes and chemicals. Designed specifically for people with sensitive skin. Extra soft-will not lint, tear or shred. Extra-long aluminum nose piece. FogFree strip on inner layer.

Meets En14683 Rating - Type IIR Standard
Fluid Resistance - 160mmHg
BFE&gt;99.9 @ 3 microns
PFE=99.9% @ 0.1 Micron
Delta P (breathablility)
Flame Spread Class 1
",{},"https://www.safcodental.com/media/catalog/product/d/r/drfev.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Midnight&reg;,Safco Dental,DRFFB,Masks,https://www.safcodental.com/product/midnight-sup-reg-sup,$12.99,,In Stock,"Midnight earloop face masks are designed to be stylish while still providing excellent protection.

Made from high-quality materials that increase breathability and comfort.
No gaping or irritation.
Adjustable nosepiece.
Ultrasonically sealed soft, stretchy latex-free earloops.
Shingle pleat designed.
White interior for ease of proper donning.
Latex free.
Three levels of protection available.

&nbsp;50 masks per box, 10 boxes per case.",{},"https://www.safcodental.com/media/catalog/product/d/r/drffb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco Supergrade Secure Sensitive,Safco Dental,DRFFA,Masks,https://www.safcodental.com/product/safco-supergrade-secure-sensitive,$5.95,,In Stock,"ASTM Level 3 earloop face mask 
The Safco Supergrade Secure Sensitive earloop face mask is specifically designed with 4 folds for extra breathability. It has an ultra-soft dye and chemical free inner layer made of hypo-allergenic material, providing a completely lint free, comfortable mask that can be worn for extended periods of time without irritation of the most delicate skin.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 4 fold, 3 layer with high BFE, PFE &amp; Fluid Protection
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Latex free
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Hypo-allergenic

&nbsp;50 masks per box; 10 boxes in a case.",{},"https://www.safcodental.com/media/catalog/product/d/r/drffa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
SafeMask&reg; SofSkin ClearFit,Safco Dental,DRFFE,Masks,https://www.safcodental.com/product/safemask-sup-reg-sup-sofskin-clearfit,$21.99,,In Stock,"ASTM Level 3 earloop face mask
Designed with sensitive skin in mind, their ultra-soft, lightweight, breathable inner layer is gentle and remains cool on skin. Unique wicking technology keeps the face dry and comfortable all procedure long. Not made from natural rubber latex.
Adjustable chin and nose piece with unique fog-free strip to prevent fogging while forming a seal around the face to reduce gaping.
50 masks per box, 10 boxes per case.",{},"https://www.safcodental.com/media/catalog/product/d/r/drffe.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco Supergrade Secure Anti-Fog,Safco Dental,DRFEZ,Masks,https://www.safcodental.com/product/safco-supergrade-secure-anti-fog,$6.95,,In Stock,"ASTM Level 3 earloop face mask
The Safco Supergrade Secure Anti-fog mask has a 4 fold, 3ply design with an inner layer that provides excellent fluid resistance as well as a foam nose bridge designed to help reduce and prevent any fogging of eyewear.
50 masks per box; 10 boxes in a case.",{},"https://www.safcodental.com/media/catalog/product/d/r/drfez.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
SafeMask&reg; Curve,Safco Dental,DRFFH,Masks,https://www.safcodental.com/product/safemask-sup-reg-sup-curve,$11.49,,In Stock,"ASTM Level 3 earloop face mask
Offers reliable protection and comfort with a non-pleated design featuring three folded flaps of ultrasonically sealed, multi-layered filtration for a contoured fit that provides fuller coverage and a 3D air pocket enhances breathability. Not made from natural rubber latex.
25 masks per box, 8 boxes per case.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/d/r/drffh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Secure Fit&reg; Ultra Sensitive Fog-Free,Safco Dental,DRFEO,Masks,https://www.safcodental.com/product/secure-fit-reg-ultra-sensitive-fog-free,$26.99,,In Stock,"ASTM Level 3 earloop face mask.
Patented design features dual nose and chin strips for a customized fit. Fluid resistant outer layer with white hypoallergenic cellulose inner layer. No fog strip blocks and absorbs moisture.
40 masks per box; 10 boxes in a case.",{},"https://www.safcodental.com/media/catalog/product/d/r/drfeo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Cosmo&trade;,Safco Dental,DRFEU,Masks,https://www.safcodental.com/product/cosmo-trade,$12.49,,In Stock,"ASTM Level 3 earloop face mask.
Quad-Fold&trade; design for greater comfort and 15% more breathability. Nose and chin adjustment strips for custom fit and protection. Dual color outer layer for dynamic visual appeal.
50 masks per box; 8 boxes in a case.",{},"https://www.safcodental.com/media/catalog/product/d/r/drfeu_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Maytex Level 2 masks,Safco Dental,DRFFF,Masks,https://www.safcodental.com/product/matex-level-2-masks,$9.95,,In Stock,"Maytex Level 2 blue ear-loop exam masks combine a unique fluid-resistant middle layer, with an ultra soft cellulose inner lining to provide superb breathability without compromising safety (filtration efficiency Avg. 99.3% at 0.1 micron). Maytex exam masks are latex free and use no ink, perfume or foam to irritate sensitive skin.

Material: Latex-free, hypoallergenic lining
Size: 183mm x 90mm
Outer Layer: Polypropelene non-woven spunbond
Middle Layer: Melt blown non-woven cloth
Inner Layer: Polypropelene non-woven spunbond
Elastic Band: 51.1% Polyester, 40.4% Nylon, 8.5% Spandex
Nose Bridge: Aluminum Strip
Contains Latex? No
",{},,
Duo-Check&trade;,Safco Dental,DRTCS,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/duo-check-trade,$11.49,,In Stock,"Blue-tinted, see-through, self-seal pouches.&nbsp;Features medical grade, fluid resistant paper&nbsp;stock utilizing a heavier seal at the chevron.&nbsp;Internal and external indicators compatible&nbsp;with steam or EtO sterilization methods.&nbsp;Thumb notch for easy opening.&nbsp;Produced with lead-free inks.",{},"https://www.safcodental.com/media/catalog/product/d/r/drtcs.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco TruCheck&trade; sterilization pouches,Safco Dental,DRTFC,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/safco-trucheck-trade-sterilization-pouches,$2.99,,In Stock,"Premium self-sealing sterilization pouches.

Class 4 multi-variable steam indicators.
Easy to read internal and external color-changing process indicators.
See-through blue-tinted transparent film allows for better visibility of seal breach or a break in the barrier.
Full thumb flap for easy opening.
Complies with CDC recommendations.
Compatible with steam and EtO sterilization methods.
Produced with lead-free inks.

&nbsp;
Compared to both Safco DoubleCheck &amp; TripleCheck:
&nbsp;&bull;&nbsp; TruCheck Pouches respond to and confirm all three sterilization criteria of time, temperature, and steam, have been met.&nbsp;&bull;&nbsp; Similar internal dimensions to that of our TripleCheck pouches.&nbsp;&bull;&nbsp; Unlike either DoubleCheck or TripleCheck, TruCheck has a full thumb flap for easy opening with gloved hands.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/d/r/drtfc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Bagette&reg;,Safco Dental,DRTAL,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/bagette-reg,$50.49,,In Stock,"High quality medical grade paper with thick seals to help prevent instrument and cassette tear-through.&nbsp; Built-in internal and external process indicators provide time and temperature verification.&nbsp;
Pouches are lead-free, self-sealing, and not made with natural rubber latex.
Check out&nbsp;Safco TruCheck&nbsp;pouches for even more savings!",{},"https://www.safcodental.com/media/catalog/product/d/r/drtal.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
SafeSeal&reg; Quattro,Safco Dental,DRTJR,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/safeseal-reg-quattro,$14.49,,In Stock,"Multi-parameter see-through&nbsp;pouches confirm sterilization variables in one step.&nbsp;Internal and external indicator arrows change color in response to 3 variables:&nbsp;time, temperature and steam.
Each pouch is mechanically sealed using TruePress&trade; technology, an&nbsp;exclusive process that forms a leak-resistant bond between the blue tinted film&nbsp;and medical grade paper to protect the integrity of your instruments. Properly&nbsp;stored, these pouches maintain the sterility of your instruments for up to one&nbsp;year post-sterilization.
Produced with lead-free inks that do not penetrate through the paper.&nbsp;Compatible with all steam autoclaves.",{},"https://www.safcodental.com/media/catalog/product/d/r/drtjr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco DoubleCheck&trade; sterilization pouches,Safco Dental,DRTEV,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/safco-doublecheck-trade-sterilization-pouches,$9.49,,In Stock,"Premium grade self-seal sterilization pouches.

Easy to read internal and external color-changing process indicators.
See-through blue tinted transparent film allows viewing of contents.
Thumb notch assures easy opening of pouch.
Complies with CDC recommendations.
Compatible with steam and EtO sterilization methods.
Produced with lead-free inks.

&nbsp;",{},"https://www.safcodental.com/media/catalog/product/d/r/drtev.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Sure-Check&reg;,Safco Dental,DRTAB,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/sure-check-reg,$13.99,,In Stock,"Premium autoclave pouches compatible&nbsp;with steam and EtO sterilization methods.
Triple-seal pouches measure and&nbsp;provide clear confirmation that the&nbsp;three internally required sterilization&nbsp;parameters have been met:

contact with saturated&nbsp;steam under pressure,
for the proper length&nbsp;of time,
at the right temperature.

Sure-Check pouches contain both an internal and external multi-parameter&nbsp;indicator, so you don&rsquo;t need to add a separate indicator to each pouch. When&nbsp;all parameters reach their specified end point, the indicators clearly change&nbsp;from light pink to dark brown. Produced with lead-free inks.
CDC guidelines specify: &ldquo;Single-parameter internal indicators provide&nbsp;information on only one sterilization parameter and are available for steam, dry heat,&nbsp;and unsaturated chemical vapor. Multiparameter internal indicators measure&nbsp;2&ndash;3 parameters and can provide a more reliable indication that sterilization&nbsp;conditions have been met. Multiparameter internal indicators are only available&nbsp;for steam sterilizers (i.e., autoclaves).&rdquo;",{},"https://www.safcodental.com/media/catalog/product/d/r/drtab.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Dukal Sterilization Pouch,Safco Dental,DRTAA,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/unipack-sterilization-pouch,$5.49,,In Stock,"

Blue-tinted see-through, self-seal pouches printed with two external color-changing indicators – one for steam (autoclave) process and the other for ethylene oxide (EtO gas) process. Each pouch also includes a built-in internal indicator for steam process, as recommended by the CDC. Perforated easy-seal flap with ¾"" wide adhesive strip. Strong triple seal eliminates shattering and tearing. Produced with lead-free inks.
Please Note: Unipack has been acquired by Dukal, which means you may see updated branding and packaging. While the name and look have changed, the product itself remains exactly the same in quality, materials, and performance.

",{},"https://www.safcodental.com/media/catalog/product/d/r/drtaa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Defend&reg; Loc,Safco Dental,DRTLL,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/defend-reg-loc,$10.99,,In Stock,"Self-sealing pouches with lead-free, built-in, dual internal and external indicators. These indicators ensure the correct sterilization temperature is reached in the autoclave chamber as well as in the instrument compartment, eliminating the need for internal indicator strips.",{},"https://www.safcodental.com/media/catalog/product/d/r/drtll.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco TripleCheck&trade; sterilization pouches,Safco Dental,DRTEX,Sterilization (Autoclave) pouches,https://www.safcodental.com/product/safco-triplecheck-trade-sterilization-pouches,$8.49,,In Stock,"Premium self-seal sterilization pouches.

Easy to read internal and external color-changing process indicators.
See-through blue tinted transparent film allows viewing of contents.
Thumb notch assures easy opening of pouch.
Complies with CDC recommendations.
Compatible with steam and EtO sterilization methods.
Produced with lead-free inks.

Compared to Safco DoubleCheck:
&ndash; TripleCheck pouch dimensions are a bit smaller than those for comparable DoubleCheck pouch sizes.
&ndash; The triple process indicators in TripleCheck pouches confirm that three key sterilization parameters have been met:

Exposure to correct temperature.
Exposure to saturated steam.
Exposure for the correct amount of time.
",{},"https://www.safcodental.com/media/catalog/product/d/r/drtex.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
